sleep_efficiency,stress_score,sleep_stage_deep_pct,sleep_stage_rem_pct,sleep_stage_light_pct,sleep_stage_awake_pct,caffeine_mg,bedtime_consistency_std_min,hrv_rmssd_ms,room_humidity_pct,step_count_day,ambient_noise_db,height_cm,room_temperature_c,age,screen_time_before_bed_min,activity_before_bed_min,weight_kg,respiration_rate_bpm,jetlag_hours,sleep_score_raw
0.968,36,0.238,0.225,0.521,0.017,121,23.9,29.4,0.498,13020,26.2,173.1,24.7,63,99,63,70.7,13.9,1,61
0.975,32,0.242,0.193,0.521,0.043,45,37.3,40.4,0.5760000000000001,10021,22.4,171.8,19.0,74,37,19,96.3,15.0,0,63
0.987,9,0.126,0.168,0.638,0.068,131,80.1,27.2,0.357,9839,29.4,169.3,24.5,39,114,88,85.2,17.1,-5,63
0.949,35,0.221,0.208,0.5329999999999999,0.038,45,26.1,35.6,0.481,8988,45.0,170.5,24.0,33,87,37,78.0,15.9,-4,59
0.99,19,0.086,0.245,0.536,0.134,7,29.6,28.2,0.2739999999999999,3467,24.8,169.7,26.3,54,71,52,58.4,15.0,-7,60
0.964,20,0.259,0.2269999999999999,0.4579999999999999,0.057,92,34.4,50.1,0.426,8241,28.4,179.2,25.0,27,71,32,75.4,17.6,-14,66
0.983,47,0.122,0.14,0.4379999999999999,0.301,229,31.1,23.8,0.289,8678,32.1,163.2,26.2,74,24,31,68.3,13.4,6,61
0.899,45,0.21,0.196,0.4,0.195,61,59.0,19.1,0.579,12202,38.2,167.6,23.3,77,103,20,92.5,16.9,6,52
0.851,47,0.216,0.209,0.4629999999999999,0.1119999999999999,103,46.3,16.7,0.485,7485,27.7,178.4,24.3,57,13,0,79.5,12.1,-8,54
0.8009999999999999,56,0.127,0.182,0.501,0.19,99,19.5,22.5,0.415,4562,20.9,163.2,20.1,18,109,67,91.8,12.8,8,41
0.863,29,0.209,0.284,0.462,0.045,34,24.0,54.0,0.327,4820,29.2,165.1,22.8,34,75,53,82.3,14.1,2,52
0.964,22,0.2269999999999999,0.207,0.481,0.086,74,42.5,34.3,0.55,4129,25.6,163.8,21.7,52,82,62,97.9,13.7,-7,63
1.0,30,0.266,0.176,0.4,0.157,55,13.0,46.5,0.428,2028,32.2,182.5,19.9,40,73,18,89.1,13.5,15,64
0.85,66,0.223,0.216,0.521,0.04,61,9.7,32.5,0.462,7613,31.4,175.5,21.1,68,0,0,85.1,13.3,10,49
0.98,43,0.185,0.211,0.515,0.089,116,32.8,28.0,0.309,4811,25.1,143.3,21.2,31,23,81,89.5,15.0,-6,55
0.742,12,0.268,0.144,0.5870000000000001,0.001,23,24.6,34.2,0.5660000000000001,3791,20.6,186.0,25.5,46,73,84,114.5,13.1,11,53
0.879,30,0.2269999999999999,0.179,0.563,0.031,136,33.9,26.5,0.45,4708,32.2,163.4,25.3,57,142,31,105.2,11.6,-1,59
0.964,36,0.161,0.17,0.604,0.066,137,72.3,28.9,0.355,1672,22.3,166.9,24.3,41,107,8,72.4,15.3,3,55
0.981,38,0.207,0.214,0.537,0.042,22,14.2,65.4,0.551,8066,37.8,202.4,24.1,35,134,70,104.7,14.0,0,61
0.911,46,0.2189999999999999,0.118,0.428,0.235,116,11.8,38.6,0.296,692,34.4,170.6,24.1,73,8,6,68.8,12.9,-8,56
0.952,35,0.107,0.191,0.497,0.206,72,75.2,31.9,0.4029999999999999,4212,25.2,164.4,23.2,57,73,46,90.9,15.9,6,53
0.975,37,0.103,0.128,0.526,0.243,101,34.3,27.7,0.414,4935,36.9,159.6,25.1,55,82,8,55.3,13.7,3,60
0.935,4,0.1169999999999999,0.1639999999999999,0.64,0.079,118,74.8,44.8,0.291,4313,31.4,150.4,24.2,58,29,0,78.8,12.3,5,57
0.974,52,0.265,0.242,0.434,0.0579999999999999,99,28.0,31.5,0.344,0,29.2,186.0,23.4,60,95,43,75.4,13.3,-5,62
0.952,21,0.1639999999999999,0.149,0.6659999999999999,0.021,34,47.8,41.5,0.281,4459,29.0,177.5,21.6,40,128,45,89.3,13.2,-2,55
0.966,15,0.206,0.181,0.59,0.023,2,31.8,17.7,0.49,8035,23.3,181.6,22.2,51,27,37,61.5,13.7,-7,63
0.8270000000000001,48,0.161,0.138,0.6940000000000001,0.0069999999999999,51,40.9,33.2,0.424,6072,42.6,158.9,23.0,63,57,14,82.0,12.6,1,48
1.0,35,0.215,0.11,0.532,0.143,65,1.8,18.8,0.372,3743,29.6,172.7,21.7,75,56,2,75.5,13.3,10,62
0.962,16,0.2019999999999999,0.191,0.498,0.11,62,55.7,22.9,0.603,4966,29.2,177.5,22.3,29,60,63,70.1,12.1,-7,63
0.931,51,0.144,0.09,0.541,0.226,50,59.3,14.5,0.253,9523,33.1,168.1,21.3,77,32,31,87.7,13.3,-2,53
0.8909999999999999,40,0.1119999999999999,0.215,0.583,0.09,15,38.6,28.4,0.368,85,27.0,155.1,24.7,72,19,0,78.4,10.2,-16,59
0.924,13,0.35,0.168,0.434,0.048,85,26.8,32.9,0.305,8117,35.3,167.1,22.4,63,53,31,73.4,14.4,0,61
0.8759999999999999,53,0.05,0.17,0.672,0.108,98,0.2,8.0,0.377,8624,31.2,183.8,22.2,75,41,76,112.9,13.3,10,46
0.8759999999999999,52,0.23,0.268,0.4,0.102,21,11.4,30.0,0.413,4170,26.2,173.0,23.0,56,33,0,93.6,12.3,0,52
1.0,40,0.1689999999999999,0.175,0.5770000000000001,0.078,132,7.8,49.7,0.3979999999999999,4505,33.9,155.6,24.1,23,90,18,65.2,16.9,-7,59
0.984,36,0.22,0.287,0.445,0.048,74,42.0,30.4,0.5579999999999999,9082,30.4,168.4,20.9,49,51,46,65.4,13.6,-16,65
0.987,30,0.128,0.198,0.528,0.146,171,42.5,11.1,0.351,3568,32.1,179.1,21.4,30,52,50,101.3,14.8,1,65
0.959,39,0.181,0.217,0.5870000000000001,0.015,79,43.7,33.6,0.461,4101,34.9,163.8,21.5,59,29,70,105.2,12.9,0,56
0.958,0,0.168,0.17,0.466,0.196,30,42.2,11.1,0.58,3272,27.3,181.7,22.5,26,70,35,74.2,12.4,0,58
0.862,31,0.139,0.266,0.537,0.057,146,32.1,15.1,0.291,4755,20.8,162.5,23.2,39,127,37,65.3,15.3,2,58
0.979,0,0.162,0.226,0.465,0.147,121,17.8,5.0,0.344,8712,22.9,170.0,19.6,51,57,27,68.4,16.6,6,64
0.865,22,0.23,0.1969999999999999,0.5670000000000001,0.006,79,66.0,22.2,0.477,9633,23.1,172.0,21.8,31,30,90,57.6,14.7,-4,59
0.967,13,0.178,0.216,0.476,0.13,149,54.7,14.4,0.456,5240,28.7,173.7,23.6,20,35,47,80.9,17.5,-2,65
0.943,41,0.072,0.185,0.523,0.22,28,6.2,5.0,0.5529999999999999,4273,20.9,192.4,22.7,77,67,13,89.1,14.3,0,56
0.996,0,0.211,0.092,0.6920000000000001,0.005,94,16.0,16.3,0.28,8602,44.2,174.6,24.5,55,76,73,71.0,16.0,-15,64
0.952,2,0.148,0.172,0.602,0.078,14,0.4,37.0,0.305,5338,36.2,161.9,24.2,42,65,11,70.1,14.7,6,60
0.991,35,0.109,0.094,0.491,0.307,86,20.3,37.6,0.2,444,34.1,160.7,23.5,18,57,11,84.5,15.8,18,60
0.784,28,0.159,0.151,0.603,0.088,14,42.9,26.8,0.4529999999999999,6889,32.4,172.0,24.7,37,55,26,75.2,13.3,6,54
0.916,27,0.1689999999999999,0.1939999999999999,0.539,0.0969999999999999,29,19.7,33.7,0.642,7196,24.1,154.0,25.0,69,21,86,64.8,14.7,0,59
0.981,23,0.196,0.181,0.5429999999999999,0.08,14,34.6,36.3,0.342,6400,24.5,181.5,20.5,69,50,5,88.1,11.4,-3,59
0.972,30,0.246,0.2019999999999999,0.498,0.054,193,54.9,50.7,0.47,6662,36.5,173.6,24.6,70,42,65,84.0,12.0,-21,65
0.89,17,0.201,0.147,0.644,0.008,35,25.4,36.0,0.324,1931,31.2,179.6,20.4,42,29,71,51.7,13.4,-2,60
0.949,55,0.1169999999999999,0.136,0.47,0.2769999999999999,122,13.9,56.3,0.5720000000000001,3115,20.0,178.4,23.0,77,6,2,89.5,15.2,-3,51
0.979,47,0.213,0.154,0.551,0.0819999999999999,191,40.4,41.7,0.491,8812,33.0,177.0,24.1,32,100,86,54.2,16.3,-1,61
0.981,53,0.183,0.222,0.5920000000000001,0.003,114,37.0,21.6,0.414,3827,44.9,181.9,25.7,66,85,73,78.4,13.2,-7,56
0.916,36,0.077,0.2269999999999999,0.54,0.155,104,44.8,36.5,0.524,431,33.6,189.0,24.0,37,92,52,65.6,16.5,8,58
0.96,30,0.106,0.259,0.495,0.14,124,91.1,6.9,0.534,2377,39.2,162.6,21.1,73,80,81,75.6,14.4,-10,59
0.965,28,0.287,0.23,0.4,0.083,132,11.7,15.6,0.423,5435,27.9,168.6,21.8,37,107,18,73.4,14.3,-2,62
0.969,11,0.131,0.147,0.49,0.2319999999999999,9,61.2,24.6,0.285,13214,31.1,184.4,27.3,46,0,79,63.7,10.1,6,65
0.8270000000000001,39,0.109,0.2,0.575,0.1159999999999999,57,25.1,23.9,0.396,4461,34.3,150.0,23.1,28,42,21,79.7,15.8,7,50
0.7859999999999999,40,0.208,0.173,0.518,0.1009999999999999,80,3.8,16.0,0.475,4039,24.1,167.8,26.2,35,38,108,85.6,11.9,-16,43
0.925,24,0.168,0.1159999999999999,0.41,0.306,93,63.5,26.2,0.2289999999999999,13075,28.2,158.2,24.5,46,76,0,52.2,15.0,10,62
0.95,43,0.211,0.297,0.4589999999999999,0.033,180,15.7,35.2,0.3279999999999999,9177,31.5,167.2,26.2,69,3,21,88.6,18.1,1,60
0.88,32,0.134,0.237,0.518,0.11,107,16.1,26.9,0.544,3734,30.4,179.0,20.7,46,85,96,98.2,14.8,5,58
0.972,35,0.203,0.121,0.542,0.135,98,37.0,23.7,0.632,6308,41.2,171.1,23.8,41,66,10,77.4,13.6,-5,61
0.902,25,0.174,0.08,0.499,0.247,134,11.2,50.5,0.361,7021,31.3,165.0,22.7,77,119,57,80.7,14.3,20,50
0.974,30,0.151,0.1009999999999999,0.52,0.2289999999999999,113,5.0,37.2,0.416,5611,31.5,177.3,19.5,63,0,0,106.6,12.5,0,59
0.956,41,0.154,0.198,0.54,0.108,168,17.8,40.1,0.39,7727,25.0,164.4,24.1,57,0,61,90.9,11.6,9,57
0.991,28,0.241,0.209,0.4,0.15,41,61.4,57.8,0.593,0,38.6,175.9,24.2,61,40,25,72.4,13.2,17,68
0.901,15,0.107,0.3,0.482,0.111,122,42.9,29.2,0.386,3727,40.4,161.4,19.8,41,74,33,85.5,12.2,-3,57
0.954,47,0.245,0.1669999999999999,0.494,0.094,51,58.3,21.1,0.272,4420,29.9,156.2,26.9,57,66,41,83.4,12.5,-8,55
0.877,37,0.173,0.16,0.434,0.233,27,6.2,48.3,0.51,0,40.1,150.7,25.5,75,68,86,81.7,14.9,12,53
0.855,42,0.203,0.174,0.524,0.099,67,55.7,21.0,0.525,11045,23.7,169.2,21.1,53,96,39,78.5,12.3,-9,47
0.982,7,0.2189999999999999,0.2239999999999999,0.446,0.111,132,13.7,31.2,0.667,4202,21.6,159.8,24.5,36,122,71,73.1,11.6,-7,69
0.992,38,0.191,0.281,0.461,0.067,4,78.6,40.9,0.466,5128,27.8,179.2,22.3,51,43,73,91.2,12.5,20,65
0.7879999999999999,40,0.171,0.08,0.593,0.156,39,78.0,30.0,0.253,9300,24.1,165.7,23.3,35,81,32,72.3,12.5,-2,47
0.8059999999999999,39,0.242,0.276,0.385,0.0969999999999999,69,34.5,19.2,0.488,6084,24.6,163.8,21.6,57,6,11,77.5,14.8,-6,45
0.8540000000000001,49,0.152,0.192,0.488,0.1689999999999999,51,52.9,21.5,0.565,8069,33.0,162.9,22.9,35,104,44,74.5,16.1,15,47
0.985,53,0.273,0.162,0.516,0.049,100,52.5,12.5,0.56,6988,28.0,168.0,21.2,62,68,69,63.4,13.2,1,58
0.973,16,0.118,0.221,0.593,0.068,27,70.5,30.3,0.476,7644,31.5,167.5,26.0,33,50,64,76.8,13.2,-15,56
0.974,34,0.093,0.246,0.5579999999999999,0.102,30,32.5,15.2,0.4539999999999999,8182,38.5,184.2,21.8,35,59,0,84.2,12.3,-8,59
0.964,44,0.114,0.18,0.664,0.042,84,60.0,49.8,0.247,11315,20.6,159.4,20.6,76,53,13,81.0,15.1,-5,61
0.991,39,0.233,0.177,0.52,0.07,39,49.2,26.3,0.591,6364,34.2,167.9,24.8,39,78,17,84.8,13.3,-4,60
0.956,0,0.151,0.225,0.474,0.15,155,39.5,31.6,0.488,10268,32.1,159.1,23.6,44,69,41,83.8,11.8,4,62
0.971,16,0.215,0.217,0.484,0.083,96,49.3,30.6,0.585,8346,35.4,150.9,23.7,46,73,80,55.0,14.3,-11,67
0.836,19,0.184,0.228,0.529,0.06,108,72.5,31.0,0.528,4777,37.2,152.4,24.4,75,73,54,81.7,11.0,-10,59
0.959,44,0.233,0.185,0.516,0.065,50,49.5,33.2,0.528,6432,32.2,147.0,26.9,42,35,77,56.6,11.8,-4,61
0.926,43,0.106,0.261,0.617,0.017,18,7.1,31.6,0.3229999999999999,7621,44.8,177.5,25.9,40,0,2,79.9,15.7,-3,57
0.898,18,0.16,0.177,0.531,0.133,7,35.5,30.7,0.506,1569,32.8,163.8,21.3,26,56,63,69.9,17.8,0,54
0.984,6,0.236,0.242,0.4589999999999999,0.063,73,53.6,38.8,0.561,9631,24.3,177.7,22.3,72,66,34,88.9,14.1,2,64
0.951,35,0.102,0.1939999999999999,0.514,0.19,110,47.2,13.5,0.557,9239,31.6,170.8,22.3,64,76,64,80.0,12.2,-2,57
0.913,4,0.125,0.272,0.4,0.203,130,5.6,18.6,0.319,3546,31.9,173.9,23.2,60,50,15,69.4,12.8,10,61
0.925,23,0.176,0.259,0.506,0.059,59,12.3,46.5,0.452,7439,38.3,180.5,23.9,65,73,18,70.6,14.6,-17,62
0.984,44,0.134,0.135,0.5529999999999999,0.178,7,30.3,23.4,0.517,0,31.3,161.3,23.0,20,0,8,96.9,13.5,-2,57
0.972,0,0.27,0.08,0.469,0.181,42,18.0,11.0,0.379,11141,29.5,174.6,20.7,55,35,25,71.0,13.4,-8,64
0.932,78,0.1169999999999999,0.191,0.526,0.165,5,69.6,35.2,0.435,6531,31.4,165.1,24.9,34,6,32,82.3,13.9,0,42
0.938,19,0.218,0.127,0.584,0.071,71,22.6,25.9,0.508,7692,33.5,151.8,25.1,55,23,37,97.7,17.1,7,59
0.995,49,0.138,0.207,0.633,0.022,6,38.1,29.7,0.445,7663,30.3,165.2,23.6,52,70,49,73.8,14.0,-2,59
0.975,45,0.215,0.3,0.426,0.059,54,22.6,33.5,0.34,9056,26.7,167.4,25.4,66,0,113,65.3,16.2,-5,64
0.981,24,0.181,0.1989999999999999,0.492,0.128,58,32.7,16.9,0.5329999999999999,1059,35.8,142.8,22.1,24,72,18,90.5,16.9,0,60
0.98,29,0.257,0.139,0.527,0.078,30,36.9,37.7,0.382,1929,33.3,184.7,22.2,65,54,79,78.8,13.4,5,64
0.934,31,0.114,0.179,0.649,0.057,157,55.3,16.6,0.4529999999999999,4579,28.4,171.6,23.3,60,72,42,50.9,14.7,5,51
0.8809999999999999,18,0.24,0.3,0.401,0.059,92,64.9,30.4,0.6659999999999999,8178,40.8,173.9,26.6,36,36,50,91.9,13.5,3,65
0.8290000000000001,38,0.155,0.182,0.472,0.191,39,9.0,13.4,0.107,4519,30.7,158.6,23.3,25,0,35,78.0,15.2,0,56
0.96,52,0.1989999999999999,0.3,0.484,0.017,24,41.9,33.7,0.307,3470,35.7,179.8,20.8,65,84,0,91.9,13.8,-7,59
0.963,26,0.133,0.123,0.726,0.018,38,19.4,12.7,0.627,3640,23.6,160.6,21.5,60,41,65,91.0,15.0,6,59
0.861,21,0.1989999999999999,0.228,0.55,0.022,24,4.1,22.2,0.514,6960,35.8,170.8,17.8,64,45,75,80.0,12.7,1,55
0.984,57,0.1969999999999999,0.1689999999999999,0.527,0.107,75,77.2,36.3,0.682,7907,36.4,162.6,24.6,51,16,93,81.2,16.4,-2,56
0.969,34,0.141,0.1989999999999999,0.605,0.055,23,11.9,19.2,0.492,12675,26.5,175.9,24.9,75,0,55,59.4,16.1,1,60
0.996,46,0.136,0.192,0.611,0.06,77,9.9,27.3,0.407,8443,34.9,169.1,21.1,61,145,0,66.6,13.5,-2,56
0.973,39,0.17,0.15,0.581,0.099,113,44.7,47.2,0.515,9275,45.5,179.6,19.5,33,123,63,71.5,12.8,-4,57
0.961,56,0.083,0.203,0.5539999999999999,0.16,166,48.2,27.8,0.583,2374,27.8,176.8,20.8,22,83,0,89.4,15.1,2,55
0.979,19,0.143,0.3,0.536,0.021,96,18.5,25.6,0.46,7787,40.3,170.3,20.3,38,34,97,72.1,12.9,-7,68
0.884,0,0.252,0.179,0.48,0.089,131,71.8,12.6,0.353,3850,33.6,177.8,25.8,28,25,18,91.5,14.8,-2,67
0.905,44,0.284,0.24,0.418,0.0579999999999999,115,33.8,41.8,0.455,12775,32.7,183.2,25.3,27,98,77,65.5,13.9,8,57
0.975,37,0.162,0.231,0.507,0.1,92,1.6,32.8,0.285,9160,20.0,173.0,19.7,51,79,14,69.2,14.7,4,61
0.951,34,0.1639999999999999,0.2,0.564,0.073,91,6.0,56.6,0.495,7423,33.1,179.9,23.8,21,29,62,105.7,12.6,10,59
0.974,36,0.113,0.222,0.5720000000000001,0.093,98,51.4,33.9,0.772,1977,41.6,166.1,23.2,43,63,65,100.4,11.3,0,61
0.989,31,0.1889999999999999,0.23,0.529,0.052,87,91.4,10.4,0.732,5414,31.7,181.4,22.3,62,29,80,73.3,13.3,-8,67
0.96,15,0.131,0.27,0.535,0.064,42,40.1,21.6,0.498,6317,25.9,166.9,24.4,34,99,32,99.5,11.0,-15,60
0.875,35,0.305,0.192,0.442,0.061,113,21.9,35.9,0.5329999999999999,2901,26.2,149.2,23.1,44,21,36,72.1,11.0,-10,53
0.882,19,0.205,0.195,0.5760000000000001,0.023,59,89.9,30.1,0.4629999999999999,667,37.1,189.3,25.9,47,0,18,72.3,13.0,4,51
0.939,33,0.298,0.253,0.3779999999999999,0.072,3,45.2,28.5,0.456,14383,31.9,158.6,22.5,25,54,42,78.0,17.7,12,56
0.976,0,0.105,0.158,0.598,0.139,7,47.6,10.1,0.449,7839,29.7,162.1,26.7,38,68,0,62.9,15.1,1,64
0.938,0,0.161,0.2739999999999999,0.547,0.019,48,50.0,28.4,0.406,7144,29.2,177.4,19.6,76,0,36,64.4,14.8,0,62
0.958,57,0.177,0.204,0.574,0.045,164,72.1,31.0,0.371,7695,35.5,172.9,22.1,31,75,72,66.5,12.8,-8,57
0.959,17,0.05,0.2269999999999999,0.579,0.144,189,30.1,30.7,0.613,3458,30.8,181.2,23.9,50,58,36,71.1,15.7,10,58
0.879,26,0.1969999999999999,0.226,0.505,0.072,75,25.4,28.3,0.565,6435,30.4,168.6,22.1,52,42,34,72.3,15.2,1,59
0.964,39,0.146,0.216,0.557,0.081,119,14.4,30.9,0.593,9655,31.0,172.5,24.9,32,178,38,64.2,11.0,14,60
0.99,37,0.127,0.186,0.604,0.0819999999999999,83,21.6,23.1,0.6,8340,33.5,182.2,24.2,60,0,18,64.5,13.0,7,59
0.8079999999999999,56,0.209,0.297,0.431,0.063,22,32.3,43.4,0.406,5806,33.4,163.5,21.5,67,36,33,96.8,12.5,4,48
0.966,29,0.223,0.2189999999999999,0.491,0.067,100,17.6,30.7,0.364,1738,36.1,173.0,20.8,51,86,32,69.2,16.4,8,65
0.944,43,0.1159999999999999,0.256,0.498,0.129,93,46.7,5.0,0.222,9536,24.5,173.6,22.6,22,79,53,61.3,13.4,-3,51
0.982,31,0.088,0.216,0.541,0.154,81,44.4,22.9,0.422,7255,46.3,164.7,22.4,62,0,22,68.7,13.6,13,62
0.988,23,0.102,0.235,0.513,0.15,268,53.7,16.6,0.445,8413,38.2,170.7,24.1,28,64,78,75.2,13.3,0,61
0.904,39,0.327,0.201,0.433,0.039,134,57.8,21.0,0.455,7923,30.7,186.7,26.5,39,88,37,75.3,14.9,8,60
0.934,48,0.093,0.26,0.4579999999999999,0.1889999999999999,97,58.2,33.5,0.356,2478,26.8,181.7,23.3,48,44,4,68.4,13.2,-1,57
0.972,53,0.25,0.22,0.4379999999999999,0.093,93,15.2,29.5,0.466,2698,20.0,173.2,21.3,61,84,20,82.4,13.0,5,62
0.958,63,0.083,0.217,0.447,0.253,13,31.9,20.6,0.561,0,35.8,163.8,23.5,20,22,0,76.3,15.5,-15,56
0.981,60,0.296,0.182,0.46,0.062,178,37.6,20.6,0.488,11221,33.0,174.9,25.3,64,0,99,83.1,15.1,-4,55
0.919,46,0.19,0.192,0.515,0.103,184,7.1,47.4,0.201,4324,20.0,173.5,22.4,76,52,97,75.2,14.0,-1,55
0.983,53,0.18,0.124,0.635,0.061,159,33.1,32.5,0.424,4555,32.7,175.9,25.5,33,87,6,72.5,12.5,-8,55
0.972,41,0.139,0.185,0.528,0.149,123,5.4,25.6,0.477,7998,27.4,166.4,22.5,30,70,0,59.5,13.9,-2,58
0.964,24,0.22,0.095,0.586,0.099,55,28.7,18.8,0.397,7616,36.2,189.2,20.4,30,83,24,81.6,14.6,6,58
0.952,37,0.083,0.134,0.451,0.3329999999999999,166,14.2,26.4,0.6,8953,32.8,155.7,25.3,28,108,31,63.6,14.5,7,59
0.965,14,0.2,0.2289999999999999,0.541,0.03,43,7.5,32.1,0.427,8639,28.9,160.5,24.8,51,105,0,76.6,13.6,-5,61
0.976,40,0.172,0.144,0.506,0.179,55,12.7,25.4,0.419,4467,23.8,183.9,23.8,58,46,56,81.9,12.1,-14,58
0.8640000000000001,9,0.18,0.155,0.647,0.018,129,29.1,14.8,0.6,4866,33.3,185.2,26.8,35,105,0,104.6,14.4,-3,49
0.884,26,0.191,0.176,0.551,0.081,139,12.4,49.7,0.513,3530,32.2,156.2,22.1,24,109,27,91.7,16.3,-5,52
0.956,32,0.21,0.166,0.56,0.064,23,2.4,30.2,0.391,9076,37.4,170.7,24.1,73,0,59,69.7,13.8,-1,59
0.942,53,0.2319999999999999,0.127,0.575,0.066,152,16.3,18.2,0.522,5057,48.6,184.6,25.9,29,42,0,95.2,15.2,0,62
0.983,67,0.14,0.206,0.551,0.104,0,44.5,30.1,0.324,3820,30.8,173.1,22.2,31,17,31,85.7,14.5,-4,52
0.977,71,0.17,0.3,0.4629999999999999,0.067,28,17.5,35.6,0.16,4671,26.1,156.2,22.7,57,69,67,83.4,14.3,-9,56
0.924,29,0.195,0.138,0.469,0.198,134,4.4,20.9,0.474,2659,37.9,172.9,24.3,25,106,45,106.4,12.4,-2,58
0.945,24,0.24,0.214,0.496,0.05,183,29.7,39.7,0.421,6339,31.0,152.6,26.0,74,70,12,110.8,15.0,1,69
0.964,55,0.174,0.08,0.622,0.123,64,38.7,32.2,0.395,582,28.2,173.1,26.9,69,0,74,52.6,11.0,4,52
0.988,43,0.165,0.154,0.601,0.08,112,43.3,18.2,0.2019999999999999,0,38.6,181.5,28.2,69,115,78,88.1,14.7,-7,58
0.979,57,0.122,0.26,0.555,0.063,70,6.0,35.1,0.615,0,39.0,183.9,25.5,61,51,50,59.3,13.0,-9,55
0.804,0,0.241,0.205,0.5429999999999999,0.011,54,9.6,34.4,0.508,6324,31.6,181.0,19.0,26,117,42,91.8,15.3,6,57
0.997,13,0.251,0.182,0.515,0.052,116,29.2,46.6,0.611,8435,29.8,181.9,23.5,74,89,0,66.6,15.6,-1,69
0.882,49,0.165,0.177,0.643,0.016,118,29.4,31.5,0.556,3204,48.4,157.4,25.2,53,92,0,68.8,13.3,-5,50
0.94,57,0.35,0.186,0.366,0.0969999999999999,105,37.5,24.4,0.2769999999999999,11282,29.7,187.6,21.6,79,39,0,79.2,12.7,-14,57
0.955,10,0.128,0.181,0.599,0.092,97,19.5,44.6,0.379,8544,32.2,185.7,25.6,66,109,7,86.4,13.8,7,63
0.906,17,0.087,0.166,0.64,0.107,86,8.8,21.7,0.461,4805,31.7,165.4,20.9,40,56,100,75.1,13.1,1,57
0.98,43,0.17,0.1669999999999999,0.631,0.032,168,36.1,23.6,0.427,0,36.5,162.6,19.0,74,113,9,81.1,13.9,-1,59
0.963,36,0.146,0.213,0.43,0.212,53,16.8,28.3,0.415,2913,32.2,181.1,23.4,76,89,56,62.4,16.0,-1,62
0.951,41,0.272,0.216,0.456,0.0559999999999999,33,30.6,42.9,0.449,5487,34.8,173.4,21.2,73,70,91,82.3,14.9,-2,56
0.985,27,0.192,0.236,0.511,0.062,60,63.5,29.1,0.408,8955,38.2,165.9,21.7,67,24,18,71.3,16.0,10,63
0.928,4,0.104,0.221,0.535,0.14,102,32.3,45.3,0.619,7118,44.9,173.4,22.9,73,113,46,82.3,16.2,4,66
0.944,39,0.088,0.2339999999999999,0.471,0.207,96,36.4,12.4,0.39,6897,41.1,176.4,18.8,56,0,59,89.7,13.9,0,63
0.976,35,0.151,0.147,0.67,0.032,58,1.6,13.6,0.5429999999999999,4741,32.8,169.6,20.6,61,50,52,97.7,13.5,-2,60
0.96,47,0.166,0.108,0.469,0.257,125,43.9,45.3,0.49,0,35.2,164.2,19.2,46,121,20,62.8,13.8,-4,57
0.879,13,0.1669999999999999,0.198,0.518,0.1169999999999999,20,8.2,32.1,0.432,6711,37.6,156.5,23.7,56,25,51,76.2,16.8,0,64
0.912,13,0.1159999999999999,0.182,0.519,0.183,0,12.7,17.3,0.409,10023,28.6,170.3,22.7,62,8,2,86.5,13.8,-7,65
0.883,25,0.162,0.196,0.584,0.057,9,23.6,21.5,0.456,3480,40.4,168.6,21.5,52,44,0,72.3,11.5,0,55
0.946,0,0.216,0.228,0.51,0.046,65,8.6,26.7,0.642,2345,29.2,175.5,22.7,79,6,81,72.9,13.2,-15,65
0.8809999999999999,36,0.144,0.282,0.563,0.011,107,10.1,24.3,0.434,9810,38.9,170.0,21.3,57,77,27,59.9,14.3,6,49
0.958,74,0.243,0.282,0.395,0.079,112,16.2,19.4,0.589,11873,36.1,173.0,24.8,75,83,6,83.8,15.2,4,60
0.95,0,0.1,0.243,0.5710000000000001,0.086,30,76.9,27.7,0.364,4408,35.1,174.4,23.0,61,46,36,86.7,14.3,-8,68
0.95,57,0.134,0.2,0.575,0.091,6,60.3,25.1,0.33,7877,22.2,178.3,26.8,54,60,45,48.3,16.3,1,53
0.972,40,0.113,0.1939999999999999,0.547,0.146,93,73.6,47.2,0.421,3401,28.3,162.6,22.9,50,103,0,92.0,15.9,-6,54
0.949,56,0.186,0.162,0.643,0.009,41,10.1,16.0,0.586,8428,28.8,179.6,23.0,74,18,87,82.3,10.8,13,55
0.893,64,0.162,0.212,0.591,0.034,69,20.4,36.5,0.502,1904,24.7,171.3,28.4,70,0,31,71.7,12.2,9,48
0.923,33,0.123,0.174,0.574,0.13,13,37.5,14.0,0.445,7697,28.8,165.5,24.1,22,127,0,87.4,13.0,7,55
0.887,31,0.19,0.123,0.498,0.19,49,13.4,36.4,0.444,5843,30.4,161.4,22.6,55,63,36,64.1,15.3,7,52
0.927,24,0.223,0.282,0.416,0.079,138,22.8,60.9,0.591,11904,40.8,184.0,27.7,55,62,43,56.9,12.1,6,62
0.967,30,0.11,0.228,0.63,0.032,86,46.7,32.5,0.473,13220,20.7,176.7,25.3,51,80,31,78.1,13.7,2,63
0.89,57,0.136,0.17,0.5710000000000001,0.123,38,64.6,22.8,0.3879999999999999,4307,36.7,175.0,23.7,36,41,101,84.8,15.3,0,50
0.91,68,0.257,0.267,0.4629999999999999,0.013,194,16.2,23.9,0.625,1094,26.1,192.4,18.7,77,12,74,89.1,14.9,1,51
